actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,step
-2.131253623817116,-19.672438038900495,0.0,0.0,0.19999999999999718,8.25369442809373,576.8873053207398,1000
-10.509525287628174,-40.6736168422699,0.0,0.0,0.19999999999999718,7.080681500449777,382.8456233291626,2000
-11.915795623779298,-65.27759159469605,0.0,0.0,0.19999999999999718,6.786564944922924,338.2232569580078,3000
-13.10016774559021,-90.48001238250733,0.0,0.0,0.19999999999999718,6.879101197503507,338.5411089553833,4000
-13.652485933303833,-117.46501782989502,0.0,0.0,0.19999999999999718,6.6863960660248996,356.91095680236816,5000
-15.498061826705932,-135.99399942779542,0.0,0.0,0.19999999999999718,9.830832743048667,470.5553734359741,6000
-17.590772745132448,-161.9726212463379,0.0,0.0,0.19999999999999718,10.780507326245308,507.1418884277344,7000
-18.164790576934813,-192.60111955261232,0.0,0.0,0.19999999999999718,10.589617271661758,602.3951530761718,8000
-18.359845790863037,-223.09687214660644,0.0,0.0,0.19999999999999718,10.355687720417976,665.7097109680176,9000
-19.03470470237732,-256.6228444366455,0.0,0.0,0.19999999999999718,10.62985933303833,768.1117613220215,10000
-18.819652843475343,-278.13963108825686,0.0,0.0,0.19999999999999718,11.618571035981178,890.6943285827637,11000
-17.634673698425292,-297.3484444274902,0.0,0.0,0.19999999999999718,11.781045816659928,1004.8777030029297,12000
-17.065648867607116,-322.72244674682617,0.0,0.0,0.19999999999999718,11.819592890739441,1071.7189631042481,13000
-16.977076981544496,-350.2099432373047,0.0,0.0,0.19999999999999718,11.6647746052742,1156.9266914367677,14000
-17.339830359458922,-380.0077921142578,0.0,0.0,0.19999999999999718,11.761101492404938,1227.7224260864257,15000
-16.87049586200714,-408.24955364990234,0.0,0.0,0.19999999999999718,12.377728376865386,1409.5545027160645,16000
-16.500567324638368,-433.61954125976564,0.0,0.0,0.19999999999999718,12.516827422142029,1576.3066380615235,17000
-16.494709586143493,-460.68243493652346,0.0,0.0,0.19999999999999718,12.445835653781891,1683.8296209411621,18000
-16.46833454799652,-488.30859939575197,0.0,0.0,0.19999999999999718,12.423490940570831,1797.7892282714843,19000
-16.715915327072143,-517.5443835449219,0.0,0.0,0.19999999999999718,12.544880633831024,1916.3112399902343,20000
-16.54792818260193,-544.8775219116211,0.0,0.0,0.19999999999999718,12.755722405433655,2062.0792771606443,21000
-16.50374189567566,-572.5355497741699,0.0,0.0,0.19999999999999718,12.902019248008727,2288.576303466797,22000
-16.714419647216797,-600.1626115112305,0.0,0.0,0.19999999999999718,12.873988169670104,2377.5422395629885,23000
-16.8707885017395,-627.3118644409179,0.0,0.0,0.19999999999999718,12.8638083486557,2545.403475830078,24000
-16.90235800552368,-654.9981243896484,0.0,0.0,0.19999999999999718,12.66856813621521,2575.4166034545897,25000
-17.05273743057251,-684.921612121582,0.0,0.0,0.19999999999999718,13.008062664031982,2710.2032680053712,26000
-17.27865460395813,-716.0900075683594,0.0,0.0,0.19999999999999718,13.139448667049408,2820.635648376465,27000
-17.533253414154053,-744.7527118530273,0.0,0.0,0.19999999999999718,12.923697367191314,3084.689541809082,28000
-17.874863862991333,-776.77855078125,0.0,0.0,0.19999999999999718,13.1161177277565,3244.809382446289,29000
-18.158375059127806,-808.2427630615234,0.0,0.0,0.19999999999999718,12.960541502475738,3203.640382568359,30000
-18.595528930664063,-842.0987680664063,0.0,0.0,0.19999999999999718,13.253558446884155,3583.3285180053713,31000
-18.739253698349,-871.4108746948242,0.0,0.0,0.19999999999999718,13.05343856716156,3507.8938350830076,32000
-19.076684650421143,-906.2013860473633,0.0,0.0,0.19999999999999718,13.193296032905579,3691.671723937988,33000
-19.285236261367796,-939.6809624023438,0.0,0.0,0.19999999999999718,13.211066156864167,3860.7044956054688,34000
-19.43520075416565,-970.5146087036132,0.0,0.0,0.19999999999999718,13.082107789039611,4045.4092583007814,35000
-19.47604899597168,-1002.785761291504,0.0,0.0,0.19999999999999718,13.190136825561524,4253.772434326172,36000
-19.623997262954713,-1033.726509765625,0.0,0.0,0.19999999999999718,13.156872547149659,4354.43675402832,37000
-19.84088592338562,-1066.292189453125,0.0,0.0,0.19999999999999718,13.180384197711945,4575.099493164063,38000
-19.951361280441283,-1098.4637690429688,0.0,0.0,0.19999999999999718,13.241716430664063,4809.034809692383,39000
-19.931752223968505,-1129.60292578125,0.0,0.0,0.19999999999999718,13.204373490333557,5110.020664245605,40000
-20.02542352104187,-1160.6242298583984,0.0,0.0,0.19999999999999718,13.181110583305358,5208.283239868164,41000
-20.01948122406006,-1190.3945751953124,0.0,0.0,0.19999999999999718,13.189911967754364,5341.412679504395,42000
-20.06689840698242,-1220.5596958007814,0.0,0.0,0.19999999999999718,13.251822917461395,5475.520529785156,43000
-20.050753288269043,-1249.6354097900391,0.0,0.0,0.19999999999999718,13.16676543521881,5966.954068969727,44000
-20.274026178359986,-1282.4000969238282,0.0,0.0,0.19999999999999718,13.325900443077087,6272.387307617188,45000
-20.552189739227295,-1312.1352464599609,0.0,0.0,0.19999999999999718,13.241512739658356,6488.102250793457,46000
-20.678396226882935,-1344.3118458251954,0.0,0.0,0.19999999999999718,13.280809041976928,6507.4343448486325,47000
-20.86344708442688,-1373.6870375976562,0.0,0.0,0.19999999999999718,13.314219524860382,6665.964731628418,48000
-20.637049589157105,-1404.4598853759765,0.0,0.0,0.19999999999999718,13.290250992774963,6387.526744995117,49000
-20.687505271911622,-1432.5224871826172,0.0,0.0,0.19999999999999718,13.381565900325775,7009.9070733642575,50000
-20.774852094650267,-1462.2730610351562,0.0,0.0,0.19999999999999718,13.452826481819153,7189.7373862304685,51000
-20.95683196258545,-1490.0690170898438,0.0,0.0,0.19999999999999718,13.403540654182434,7559.445371337891,52000
-21.08030855560303,-1517.4457392578124,0.0,0.0,0.19999999999999718,13.364192016601562,8360.01711755371,53000
-21.032435415267944,-1548.2557644042968,0.0,0.0,0.19999999999999718,13.446898669719696,8258.107940185548,54000
-21.01953495979309,-1571.0533107910155,0.0,0.0,0.19999999999999718,13.281999345779418,8183.246742065429,55000
-21.137088775634766,-1598.4283826904298,0.0,0.0,0.19999999999999718,13.345768203258514,9404.383364746094,56000
-21.128886926651003,-1626.3053376464843,0.0,0.0,0.19999999999999718,13.36234610080719,8715.63603552246,57000
-21.165266752243042,-1649.4014304199218,0.0,0.0,0.19999999999999718,13.269578438282013,9343.524423583984,58000
-21.242266706466676,-1677.737989013672,0.0,0.0,0.19999999999999718,13.344752106189727,9264.153955810547,59000
-21.2462781791687,-1704.4305267333984,0.0,0.0,0.19999999999999718,13.314237929344177,9088.67260131836,60000
-21.012782592773437,-1729.0869268798829,0.0,0.0,0.19999999999999718,13.409385303497315,9834.495492553711,61000
-21.11955303955078,-1754.0690952148439,0.0,0.0,0.19999999999999718,13.415750284194946,10027.259333740234,62000
-21.087295976638792,-1776.7004033203125,0.0,0.0,0.19999999999999718,13.26340591430664,10253.251901855469,63000
-21.100509450912476,-1804.0761989746093,0.0,0.0,0.19999999999999718,13.365808250904083,9812.8642890625,64000
-20.984417263031006,-1829.3360231933593,0.0,0.0,0.19999999999999718,13.441590963840484,10453.864029052735,65000
-21.109906744003297,-1853.8334478759766,0.0,0.0,0.19999999999999718,13.464411350250245,10967.402244750976,66000
-21.105868474960328,-1877.3041887207032,0.0,0.0,0.19999999999999718,13.401066993713378,10463.596800537109,67000
-20.770599437713624,-1897.3811402587892,0.0,0.0,0.19999999999999718,13.322604381561279,10851.779273803711,68000
-20.77915921974182,-1921.869482421875,0.0,0.0,0.19999999999999718,13.390789377212524,10614.21509399414,69000
-20.809958696365356,-1941.2676245117189,0.0,0.0,0.19999999999999718,13.32658358001709,11574.832957885743,70000
-20.978402408599855,-1968.786549194336,0.0,0.0,0.19999999999999718,13.352733488082885,11428.73199633789,71000
-20.988117893218995,-1990.5656627197266,0.0,0.0,0.19999999999999718,13.394687314987182,12396.313844604492,72000
-20.92602871131897,-2010.7778544921875,0.0,0.0,0.19999999999999718,13.320849418640137,12370.719684814454,73000
-20.783616386413573,-2031.3300205078126,0.0,0.0,0.19999999999999718,13.392516313552857,12921.389697021485,74000
-20.748744792938233,-2050.61684387207,0.0,0.0,0.19999999999999718,13.28901340007782,12755.901873535156,75000
-20.847306768417358,-2070.8863193359375,0.0,0.0,0.19999999999999718,13.342158022880554,13360.299942504882,76000
-20.97880505371094,-2088.880214599609,0.0,0.0,0.19999999999999718,13.328076318264008,14069.305821289063,77000
-20.84328504371643,-2108.061171875,0.0,0.0,0.19999999999999718,13.360191494941711,13945.057387939452,78000
-20.803732999801635,-2121.7729301757813,0.0,0.0,0.19999999999999718,13.298702894210816,13615.338502441406,79000
-20.664641271591186,-2140.70026953125,0.0,0.0,0.19999999999999718,13.318271079063415,13210.685787597657,80000
-20.863153444290162,-2159.0573548583984,0.0,0.0,0.19999999999999718,13.298059299468994,14558.011470825195,81000
-20.865512670516967,-2175.536804321289,0.0,0.0,0.19999999999999718,13.28397430562973,14347.60623388672,82000
-20.906992555618285,-2190.2849388427735,0.0,0.0,0.19999999999999718,13.287506074428558,14564.50047253418,83000
-20.91198215675354,-2217.6542701416015,0.0,0.0,0.19999999999999718,13.453835885047912,13758.62203125,84000
-21.086673274993895,-2231.598081542969,0.0,0.0,0.19999999999999718,13.352597965240479,15394.892235717773,85000
-21.036823810577392,-2247.570785644531,0.0,0.0,0.19999999999999718,13.213633347511292,15668.533462646485,86000
-21.111967222213746,-2264.892878417969,0.0,0.0,0.19999999999999718,13.33109181547165,14400.86358972168,87000
-21.258299890518188,-2282.221813232422,0.0,0.0,0.19999999999999718,13.29100303554535,14849.27642944336,88000
-21.157469720840453,-2299.6921042480467,0.0,0.0,0.19999999999999718,13.315431546211242,15306.037456054688,89000
-21.302048418045043,-2318.7501723632813,0.0,0.0,0.19999999999999718,13.256541926860809,15598.4718984375,90000
-21.448988470077516,-2333.6094187011718,0.0,0.0,0.19999999999999718,13.189713749408721,16731.90205957031,91000
-21.584290817260744,-2356.4211818847657,0.0,0.0,0.19999999999999718,13.305951856136321,16622.878092041017,92000
-21.699401779174806,-2372.403006591797,0.0,0.0,0.19999999999999718,13.262728113174438,16552.51916357422,93000
-21.787966594696044,-2389.260565917969,0.0,0.0,0.19999999999999718,13.304433413505555,17011.25368823242,94000
-21.80842383956909,-2410.6632973632813,0.0,0.0,0.19999999999999718,13.236458423137664,16882.719098632813,95000
-21.956496870040894,-2427.498028076172,0.0,0.0,0.19999999999999718,13.286658908843995,17408.184407470704,96000
-21.79994097137451,-2440.3300004882813,0.0,0.0,0.19999999999999718,13.143129847049714,17985.293685058594,97000
-21.88637862586975,-2463.6103432617188,0.0,0.0,0.19999999999999718,13.213520120620727,17223.53720288086,98000
-22.014903995513915,-2483.8748991699217,0.0,0.0,0.19999999999999718,13.30630167388916,17131.238364746092,99000
-21.979752153396607,-2502.1341782226564,0.0,0.0,0.19999999999999718,13.276511969566345,17923.258797119142,100000
-22.078462882995606,-2518.5933259277344,0.0,0.0,0.19999999999999718,13.502789639472962,17200.80856176758,101000
-22.05082689857483,-2541.354344238281,0.0,0.0,0.19999999999999718,13.69341772556305,16942.666415527343,102000
-22.201763093948365,-2555.0116162109375,0.0,0.0,0.19999999999999718,13.58701139307022,16317.448108154296,103000
-22.306415536880493,-2581.2673200683594,0.0,0.0,0.19999999999999718,13.646260274887085,16709.98471923828,104000
-22.34462406539917,-2593.12390234375,0.0,0.0,0.19999999999999718,13.526556074142457,18045.454016113283,105000
-22.31306810951233,-2618.614577636719,0.0,0.0,0.19999999999999718,13.660950599193573,17583.34566821289,106000
-22.38042539215088,-2637.5588823242188,0.0,0.0,0.19999999999999718,13.60162324810028,17528.910466308593,107000
-22.441032260894776,-2657.4245395507814,0.0,0.0,0.19999999999999718,13.592215810775757,18628.55578076172,108000
-22.47671891784668,-2674.147001464844,0.0,0.0,0.19999999999999718,13.516894216537475,19651.19894824219,109000
-22.583436555862427,-2696.9604038085936,0.0,0.0,0.19999999999999718,13.576618711471557,19798.69005859375,110000
-22.619535860061646,-2721.1702224121095,0.0,0.0,0.19999999999999718,13.583645031452178,18592.4712890625,111000
-22.67806914138794,-2740.52789453125,0.0,0.0,0.19999999999999718,13.543540422916413,18357.96777368164,112000
