epoch,iteration,model_best_val_score,model_loss,model_val_score,step,train_dataset_size,val_dataset_size
15.0,2.0,0.16331614553928375,-48.651978425633935,0.1977841705083847,46,240000.0,60000.0
16.0,2.0,0.16331614553928375,-48.714664150148565,0.1920842081308365,47,240000.0,60000.0
0.0,3.0,0.17240135371685028,-48.13483548520216,0.18946027755737305,48,240000.0,60000.0
1.0,3.0,0.16989073157310486,-48.4761260425104,0.19481541216373444,49,240000.0,60000.0
2.0,3.0,0.16989073157310486,-48.592739381769825,0.18400654196739197,50,240000.0,60000.0
3.0,3.0,0.16936543583869934,-48.61096988913855,0.17618109285831451,51,240000.0,60000.0
4.0,3.0,0.16936543583869934,-48.62495549655418,0.17388471961021423,52,240000.0,60000.0
5.0,3.0,0.16894418001174927,-48.65768790905918,0.18589997291564941,53,240000.0,60000.0
6.0,3.0,0.16894418001174927,-48.487260822548286,0.19255918264389038,54,240000.0,60000.0
7.0,3.0,0.16894418001174927,-48.54954216475171,0.188605397939682,55,240000.0,60000.0
8.0,3.0,0.16894418001174927,-48.671006440607975,0.1879691183567047,56,240000.0,60000.0
9.0,3.0,0.16894418001174927,-48.63006922837768,0.19529114663600922,57,240000.0,60000.0
10.0,3.0,0.16894418001174927,-48.66661757853494,0.2090141475200653,58,240000.0,60000.0
11.0,3.0,0.16894418001174927,-48.64119894113114,0.2259199470281601,59,240000.0,60000.0
12.0,3.0,0.16894418001174927,-48.63314324401335,0.1994154155254364,60,240000.0,60000.0
13.0,3.0,0.16894418001174927,-48.600443809525544,0.21965891122817993,61,240000.0,60000.0
14.0,3.0,0.16894418001174927,-48.470620535584146,0.1971282958984375,62,240000.0,60000.0
15.0,3.0,0.16894418001174927,-48.63248691274159,0.2126111388206482,63,240000.0,60000.0
0.0,4.0,0.1722296178340912,-48.26092472361095,0.20906037092208862,64,240000.0,60000.0
1.0,4.0,0.16590616106987,-48.50480130486397,0.18403249979019165,65,240000.0,60000.0
2.0,4.0,0.1617753654718399,-48.58402420157817,0.17222976684570312,66,240000.0,60000.0
3.0,4.0,0.1617753654718399,-48.63138939424364,0.17156681418418884,67,240000.0,60000.0
4.0,4.0,0.1617753654718399,-48.63627672093764,0.17916858196258545,68,240000.0,60000.0
5.0,4.0,0.1617753654718399,-48.5996780314171,0.17840620875358582,69,240000.0,60000.0
6.0,4.0,0.1617753654718399,-48.5830888361819,0.2054693102836609,70,240000.0,60000.0
7.0,4.0,0.1617753654718399,-48.45713543027703,0.46888473629951477,71,240000.0,60000.0
8.0,4.0,0.1617753654718399,-48.08521291492845,0.20056501030921936,72,240000.0,60000.0
9.0,4.0,0.1617753654718399,-48.46169559177814,0.22154152393341064,73,240000.0,60000.0
10.0,4.0,0.1617753654718399,-48.56137912969854,0.19924315810203552,74,240000.0,60000.0
11.0,4.0,0.1617753654718399,-48.65654122244829,0.20348748564720154,75,240000.0,60000.0
12.0,4.0,0.1617753654718399,-48.649765571805716,0.20005829632282257,76,240000.0,60000.0
0.0,5.0,0.1643853634595871,-48.2535025753192,0.2130310833454132,77,240000.0,60000.0
1.0,5.0,0.1643853634595871,-48.53312821378078,0.18791672587394714,78,240000.0,60000.0
2.0,5.0,0.1638258397579193,-48.6166199519436,0.1940268576145172,79,240000.0,60000.0
3.0,5.0,0.1638258397579193,-48.62271868902992,0.18162688612937927,80,240000.0,60000.0
4.0,5.0,0.1638258397579193,-48.55226659876451,0.1875622272491455,81,240000.0,60000.0
5.0,5.0,0.1638258397579193,-48.630275449773144,0.1782483160495758,82,240000.0,60000.0
6.0,5.0,0.1638258397579193,-48.67562723058119,0.17576737701892853,83,240000.0,60000.0
7.0,5.0,0.1638258397579193,-48.54402034979131,0.22481492161750793,84,240000.0,60000.0
8.0,5.0,0.1638258397579193,-48.571873073130526,0.2004760205745697,85,240000.0,60000.0
9.0,5.0,0.1638258397579193,-48.614329246569795,0.18800681829452515,86,240000.0,60000.0
10.0,5.0,0.1638258397579193,-48.62246637812047,0.20769187808036804,87,240000.0,60000.0
11.0,5.0,0.1638258397579193,-48.68759210989165,0.18438264727592468,88,240000.0,60000.0
12.0,5.0,0.1638258397579193,-48.69800006402835,0.20216119289398193,89,240000.0,60000.0
0.0,6.0,0.1640571802854538,-48.02497350127458,0.21053877472877502,90,240000.0,60000.0
1.0,6.0,0.1603183001279831,-48.48796619992775,0.17574167251586914,91,240000.0,60000.0
2.0,6.0,0.1603183001279831,-48.54661053736835,0.18019050359725952,92,240000.0,60000.0
3.0,6.0,0.1603183001279831,-48.568369306226785,0.2075348198413849,93,240000.0,60000.0
4.0,6.0,0.1603183001279831,-48.58596683412727,0.20123383402824402,94,240000.0,60000.0
5.0,6.0,0.1603183001279831,-48.50898677199634,0.19400662183761597,95,240000.0,60000.0
6.0,6.0,0.1603183001279831,-48.55226569185887,0.1983538419008255,96,240000.0,60000.0
7.0,6.0,0.1603183001279831,-48.595842959275885,0.1909799873828888,97,240000.0,60000.0
8.0,6.0,0.1603183001279831,-48.61210943030904,0.22493943572044373,98,240000.0,60000.0
9.0,6.0,0.1603183001279831,-48.63490221800326,0.18416956067085266,99,240000.0,60000.0
10.0,6.0,0.1603183001279831,-48.62499699460418,0.19506776332855225,100,240000.0,60000.0
11.0,6.0,0.1603183001279831,-48.58973066334023,0.2078915387392044,101,240000.0,60000.0
0.0,7.0,0.17051294445991516,-48.16312241706767,0.19887925684452057,102,240000.0,60000.0
1.0,7.0,0.1681380271911621,-48.42262503129841,0.18146827816963196,103,240000.0,60000.0
2.0,7.0,0.1681380271911621,-48.48282826633088,0.19612334668636322,104,240000.0,60000.0
3.0,7.0,0.1681380271911621,-48.49047038194213,0.18991020321846008,105,240000.0,60000.0
4.0,7.0,0.1681380271911621,-48.457860442366936,0.2078515887260437,106,240000.0,60000.0
5.0,7.0,0.1681380271911621,-48.508330225181986,0.20688708126544952,107,240000.0,60000.0
6.0,7.0,0.1681380271911621,-48.567911257876005,0.18529942631721497,108,240000.0,60000.0
7.0,7.0,0.1681380271911621,-48.49552509982957,0.2757083773612976,109,240000.0,60000.0
8.0,7.0,0.1681380271911621,-48.337937723090654,0.21789604425430298,110,240000.0,60000.0
9.0,7.0,0.1681380271911621,-48.510113982503604,0.20228734612464905,111,240000.0,60000.0
10.0,7.0,0.1681380271911621,-48.4268074279655,0.2259543538093567,112,240000.0,60000.0
11.0,7.0,0.1681380271911621,-48.55025639564498,0.19707688689231873,113,240000.0,60000.0
0.0,8.0,0.16305258870124817,-48.25940487176371,0.1989416927099228,114,240000.0,60000.0
1.0,8.0,0.16219857335090637,-48.44341682726895,0.1747690886259079,115,240000.0,60000.0
2.0,8.0,0.16219857335090637,-48.52544258703301,0.1734485775232315,116,240000.0,60000.0
3.0,8.0,0.16219857335090637,-48.51170995748882,0.18007302284240723,117,240000.0,60000.0
4.0,8.0,0.16219857335090637,-48.54408580967104,0.1739531308412552,118,240000.0,60000.0
5.0,8.0,0.16219857335090637,-48.52449604595648,0.18271774053573608,119,240000.0,60000.0
6.0,8.0,0.16219857335090637,-48.37827440924736,0.2157536894083023,120,240000.0,60000.0
7.0,8.0,0.16219857335090637,-48.48953735497969,0.19145818054676056,121,240000.0,60000.0
8.0,8.0,0.16219857335090637,-48.52410029754964,0.20982304215431213,122,240000.0,60000.0
9.0,8.0,0.16219857335090637,-48.57579281691041,0.17904795706272125,123,240000.0,60000.0
10.0,8.0,0.16219857335090637,-48.62490316850544,0.1853722333908081,124,240000.0,60000.0
11.0,8.0,0.16219857335090637,-48.588444780947555,0.19206944108009338,125,240000.0,60000.0
0.0,9.0,0.1706414818763733,-48.12343549016696,0.18613961338996887,126,240000.0,60000.0
1.0,9.0,0.16680294275283813,-48.46085423548847,0.1806981861591339,127,240000.0,60000.0
2.0,9.0,0.16630247235298157,-47.767667131891635,0.22999800741672516,128,240000.0,60000.0
3.0,9.0,0.16630247235298157,-48.271803268237406,0.18933641910552979,129,240000.0,60000.0
4.0,9.0,0.16630247235298157,-48.429939001608,0.20259550213813782,130,240000.0,60000.0
5.0,9.0,0.16630247235298157,-48.478588441795885,0.18691568076610565,131,240000.0,60000.0
6.0,9.0,0.16630247235298157,-48.42213226432231,0.22670415043830872,132,240000.0,60000.0
7.0,9.0,0.16630247235298157,-48.51329877889995,0.185324028134346,133,240000.0,60000.0
8.0,9.0,0.16630247235298157,-48.55625887872822,0.18417254090309143,134,240000.0,60000.0
9.0,9.0,0.16630247235298157,-48.5834640470395,0.20687460899353027,135,240000.0,60000.0
10.0,9.0,0.16630247235298157,-48.25164769707458,0.22415398061275482,136,240000.0,60000.0
11.0,9.0,0.16630247235298157,-48.52891004110958,0.20380952954292297,137,240000.0,60000.0
12.0,9.0,0.16630247235298157,-48.58818621930283,0.18565809726715088,138,240000.0,60000.0
0.0,10.0,0.18036895990371704,-48.0263796035669,0.19764825701713562,139,240000.0,60000.0
1.0,10.0,0.17839238047599792,-48.40286816920299,0.20893126726150513,140,240000.0,60000.0
2.0,10.0,0.17839238047599792,-48.49787823935307,0.2088940143585205,141,240000.0,60000.0
3.0,10.0,0.1755552589893341,-48.52541279335266,0.2006494700908661,142,240000.0,60000.0
4.0,10.0,0.1755552589893341,-48.5420454346549,0.20926663279533386,143,240000.0,60000.0
5.0,10.0,0.1755552589893341,-48.54315598737965,0.21457579731941223,144,240000.0,60000.0
6.0,10.0,0.1731669306755066,-48.57426633611163,0.18582381308078766,145,240000.0,60000.0
7.0,10.0,0.17233425378799438,-48.562474992992016,0.2515893578529358,146,240000.0,60000.0
8.0,10.0,0.17233425378799438,-48.53595573409026,0.21445582807064056,147,240000.0,60000.0
9.0,10.0,0.17233425378799438,-48.525559407053215,0.2168298363685608,148,240000.0,60000.0
10.0,10.0,0.17233425378799438,-48.58886877356816,0.20119193196296692,149,240000.0,60000.0
11.0,10.0,0.17233425378799438,-48.56888640511519,0.22060441970825195,150,240000.0,60000.0
12.0,10.0,0.17233425378799438,-48.548893910227044,0.20228832960128784,151,240000.0,60000.0
13.0,10.0,0.17233425378799438,-48.58029158944006,0.21981224417686462,152,240000.0,60000.0
14.0,10.0,0.17233425378799438,-48.579958616797605,0.224048912525177,153,240000.0,60000.0
15.0,10.0,0.17233425378799438,-48.64245609535591,0.19995850324630737,154,240000.0,60000.0
16.0,10.0,0.17233425378799438,-48.653508700795776,0.23902082443237305,155,240000.0,60000.0
17.0,10.0,0.17233425378799438,-48.40648797936023,0.23191693425178528,156,240000.0,60000.0
0.0,11.0,0.17675375938415527,-48.0572400814943,0.19943459331989288,157,240000.0,60000.0
1.0,11.0,0.1750187873840332,-48.42274002937366,0.2026708722114563,158,240000.0,60000.0
2.0,11.0,0.1692405343055725,-48.48354262329622,0.18113850057125092,159,240000.0,60000.0
3.0,11.0,0.1689130812883377,-48.549167527318765,0.17845231294631958,160,240000.0,60000.0
4.0,11.0,0.1689130812883377,-48.57853688156681,0.1764254868030548,161,240000.0,60000.0
5.0,11.0,0.1689130812883377,-48.51113819618469,0.18103522062301636,162,240000.0,60000.0
6.0,11.0,0.1689130812883377,-48.52958668625431,0.23863787949085236,163,240000.0,60000.0
7.0,11.0,0.1689130812883377,-48.48467294087034,0.1920526921749115,164,240000.0,60000.0
8.0,11.0,0.1689130812883377,-48.548186910177854,0.18873092532157898,165,240000.0,60000.0
9.0,11.0,0.16742560267448425,-48.461557184963596,0.19923937320709229,166,240000.0,60000.0
10.0,11.0,0.16742560267448425,-48.607578981151455,0.19599100947380066,167,240000.0,60000.0
11.0,11.0,0.16742560267448425,-48.64098897824155,0.18577204644680023,168,240000.0,60000.0
12.0,11.0,0.16742560267448425,-48.569619807098974,0.23630639910697937,169,240000.0,60000.0
13.0,11.0,0.16742560267448425,-48.51831347093399,0.19897642731666565,170,240000.0,60000.0
14.0,11.0,0.16742560267448425,-48.604281964332564,0.19109177589416504,171,240000.0,60000.0
15.0,11.0,0.16742560267448425,-48.62505477222044,0.19058886170387268,172,240000.0,60000.0
16.0,11.0,0.16742560267448425,-48.57469396855531,0.20421072840690613,173,240000.0,60000.0
17.0,11.0,0.16742560267448425,-48.46301925106089,0.30050086975097656,174,240000.0,60000.0
18.0,11.0,0.16742560267448425,-48.523516986415835,0.21204769611358643,175,240000.0,60000.0
19.0,11.0,0.16742560267448425,-48.55359735061873,0.23229044675827026,176,240000.0,60000.0
0.0,12.0,0.169622004032135,-48.09050558370822,0.2000359743833542,177,240000.0,60000.0
1.0,12.0,0.16920319199562073,-48.43952889025593,0.1994243562221527,178,240000.0,60000.0
2.0,12.0,0.16850407421588898,-48.47217674906066,0.1829022765159607,179,240000.0,60000.0
3.0,12.0,0.16850407421588898,-48.51341810002764,0.18039095401763916,180,240000.0,60000.0
4.0,12.0,0.16813021898269653,-48.51705255081404,0.18733012676239014,181,240000.0,60000.0
5.0,12.0,0.16813021898269653,-48.46612099848831,0.20836353302001953,182,240000.0,60000.0
6.0,12.0,0.16813021898269653,-48.446108470339254,0.192540243268013,183,240000.0,60000.0
7.0,12.0,0.16813021898269653,-48.49791700448563,0.20796723663806915,184,240000.0,60000.0
8.0,12.0,0.16813021898269653,-48.29892754300571,0.19772854447364807,185,240000.0,60000.0
9.0,12.0,0.16813021898269653,-48.60150795552268,0.19114424288272858,186,240000.0,60000.0
10.0,12.0,0.16813021898269653,-48.55377093561168,0.21162784099578857,187,240000.0,60000.0
11.0,12.0,0.16813021898269653,-48.22883156571053,0.21397665143013,188,240000.0,60000.0
12.0,12.0,0.16813021898269653,-48.51673659790299,0.2219744324684143,189,240000.0,60000.0
13.0,12.0,0.16813021898269653,-48.530618094177896,0.24737529456615448,190,240000.0,60000.0
14.0,12.0,0.16813021898269653,-48.49476610114579,0.2277754843235016,191,240000.0,60000.0
0.0,13.0,0.17075863480567932,-48.038458248699655,0.19743335247039795,192,240000.0,60000.0
1.0,13.0,0.16819259524345398,-48.38736110760459,0.19152778387069702,193,240000.0,60000.0
2.0,13.0,0.16558901965618134,-48.431044979136125,0.1811554729938507,194,240000.0,60000.0
3.0,13.0,0.16558901965618134,-48.5388368309688,0.17506694793701172,195,240000.0,60000.0
4.0,13.0,0.16558901965618134,-48.54447021159028,0.17780804634094238,196,240000.0,60000.0
5.0,13.0,0.16558901965618134,-48.52414139298234,0.22511589527130127,197,240000.0,60000.0
6.0,13.0,0.16558901965618134,-48.408229681474566,0.197160542011261,198,240000.0,60000.0
7.0,13.0,0.16482946276664734,-48.44098595413826,0.19019904732704163,199,240000.0,60000.0
8.0,13.0,0.16482946276664734,-48.57052942125528,0.18206292390823364,200,240000.0,60000.0
9.0,13.0,0.16482946276664734,-48.57629641795209,0.2339741736650467,201,240000.0,60000.0
10.0,13.0,0.16482946276664734,-48.50765812676598,0.22277821600437164,202,240000.0,60000.0
11.0,13.0,0.16482946276664734,-48.548973738257565,0.22501066327095032,203,240000.0,60000.0
12.0,13.0,0.16482946276664734,-48.45705806675242,0.19586125016212463,204,240000.0,60000.0
13.0,13.0,0.16482946276664734,-48.60775299316276,0.20097090303897858,205,240000.0,60000.0
14.0,13.0,0.16482946276664734,-48.52705263328959,0.19820833206176758,206,240000.0,60000.0
15.0,13.0,0.16482946276664734,-48.604956840401265,0.196089506149292,207,240000.0,60000.0
16.0,13.0,0.16482946276664734,-48.5814532094927,0.19941109418869019,208,240000.0,60000.0
17.0,13.0,0.16482946276664734,-48.52727785496823,0.2318991869688034,209,240000.0,60000.0
0.0,14.0,0.1702529937028885,-48.09832522914862,0.20087692141532898,210,240000.0,60000.0
1.0,14.0,0.1656845659017563,-48.39583242371646,0.222785085439682,211,240000.0,60000.0
2.0,14.0,0.1656845659017563,-48.437704232710004,0.1766556054353714,212,240000.0,60000.0
3.0,14.0,0.1652197390794754,-48.53194425456814,0.17135266959667206,213,240000.0,60000.0
4.0,14.0,0.1652197390794754,-48.48999049871969,0.21100591123104095,214,240000.0,60000.0
5.0,14.0,0.1652197390794754,-48.47824269927133,0.18755415081977844,215,240000.0,60000.0
6.0,14.0,0.1652197390794754,-48.40734100748481,0.21018680930137634,216,240000.0,60000.0
7.0,14.0,0.1652197390794754,-48.50390820208389,0.18945978581905365,217,240000.0,60000.0
8.0,14.0,0.1652197390794754,-48.48975504080116,0.18310126662254333,218,240000.0,60000.0
9.0,14.0,0.1652197390794754,-48.57277751019769,0.19911110401153564,219,240000.0,60000.0
10.0,14.0,0.1652197390794754,-48.50131946636924,0.19443312287330627,220,240000.0,60000.0
11.0,14.0,0.1652197390794754,-48.53941441192302,0.19316384196281433,221,240000.0,60000.0
12.0,14.0,0.1652197390794754,-48.51593044012594,0.21115675568580627,222,240000.0,60000.0
13.0,14.0,0.1652197390794754,-48.40510506619777,0.20478017628192902,223,240000.0,60000.0
0.0,15.0,0.17211169004440308,-48.22713903577597,0.19603830575942993,224,240000.0,60000.0
1.0,15.0,0.17211169004440308,-48.442297331559885,0.18986640870571136,225,240000.0,60000.0
2.0,15.0,0.1717129498720169,-48.48239228466172,0.18359872698783875,226,240000.0,60000.0
3.0,15.0,0.1717129498720169,-48.556304285012835,0.18650555610656738,227,240000.0,60000.0
4.0,15.0,0.1717129498720169,-48.451324210746456,0.23458464443683624,228,240000.0,60000.0
5.0,15.0,0.1717129498720169,-48.508404432837644,0.2066873461008072,229,240000.0,60000.0
6.0,15.0,0.1717129498720169,-48.50410128758152,0.21152447164058685,230,240000.0,60000.0
7.0,15.0,0.1717129498720169,-48.43191433156223,0.21544021368026733,231,240000.0,60000.0
8.0,15.0,0.1717129498720169,-48.54485786291582,0.20500057935714722,232,240000.0,60000.0
9.0,15.0,0.1717129498720169,-48.53590297902317,0.24077348411083221,233,240000.0,60000.0
10.0,15.0,0.1717129498720169,-48.54033137486179,0.23272767663002014,234,240000.0,60000.0
11.0,15.0,0.1717129498720169,-48.458645017416494,0.22408142685890198,235,240000.0,60000.0
12.0,15.0,0.1717129498720169,-48.54599866480716,0.21533949673175812,236,240000.0,60000.0
0.0,16.0,0.1751454770565033,-48.1839597453949,0.20501609146595,237,240000.0,60000.0
1.0,16.0,0.1751454770565033,-48.38361965822004,0.203145369887352,238,240000.0,60000.0
2.0,16.0,0.1731756031513214,-48.40429662285583,0.2115372270345688,239,240000.0,60000.0
3.0,16.0,0.1731756031513214,-48.47153779133551,0.19363602995872498,240,240000.0,60000.0
4.0,16.0,0.1731756031513214,-48.49010448415142,0.19684873521327972,241,240000.0,60000.0
5.0,16.0,0.1731756031513214,-48.50260477127043,0.20375747978687286,242,240000.0,60000.0
6.0,16.0,0.1731756031513214,-48.48322484030653,0.20071566104888916,243,240000.0,60000.0
7.0,16.0,0.1731756031513214,-48.47824038930539,0.2568901777267456,244,240000.0,60000.0
8.0,16.0,0.1731756031513214,-48.42868973298876,0.21209627389907837,245,240000.0,60000.0
9.0,16.0,0.1731756031513214,-48.54185548469202,0.2408996820449829,246,240000.0,60000.0
10.0,16.0,0.1731756031513214,-48.50483274968194,0.2107069492340088,247,240000.0,60000.0
11.0,16.0,0.1731756031513214,-48.54589481801112,0.21896082162857056,248,240000.0,60000.0
12.0,16.0,0.1731756031513214,-48.53342246602593,0.2120782732963562,249,240000.0,60000.0
0.0,17.0,0.18171334266662598,-48.034626804181,0.20798234641551971,250,240000.0,60000.0
1.0,17.0,0.17731022834777832,-48.34434389712206,0.18479660153388977,251,240000.0,60000.0
2.0,17.0,0.17699703574180603,-48.47298105642486,0.19036170840263367,252,240000.0,60000.0
3.0,17.0,0.1727597713470459,-48.45861509359722,0.1855904757976532,253,240000.0,60000.0
4.0,17.0,0.1727597713470459,-48.46848218629101,0.19419866800308228,254,240000.0,60000.0
5.0,17.0,0.17225459218025208,-48.491695920541595,0.20101213455200195,255,240000.0,60000.0
6.0,17.0,0.17225459218025208,-48.4787596476866,0.21339687705039978,256,240000.0,60000.0
7.0,17.0,0.17225459218025208,-47.68584581834675,0.27165868878364563,257,240000.0,60000.0
8.0,17.0,0.17225459218025208,-48.203163228309485,0.22854039072990417,258,240000.0,60000.0
9.0,17.0,0.17225459218025208,-48.4142708158188,0.2215530276298523,259,240000.0,60000.0
10.0,17.0,0.17225459218025208,-48.428766311612975,0.21975426375865936,260,240000.0,60000.0
11.0,17.0,0.17225459218025208,-48.51284509020319,0.22727227210998535,261,240000.0,60000.0
12.0,17.0,0.17225459218025208,-48.472311251707424,0.2030106484889984,262,240000.0,60000.0
13.0,17.0,0.17225459218025208,-48.441485744549524,0.2691418528556824,263,240000.0,60000.0
14.0,17.0,0.17225459218025208,-48.538563734432785,0.20087742805480957,264,240000.0,60000.0
15.0,17.0,0.17225459218025208,-48.57369166701587,0.2129053771495819,265,240000.0,60000.0
0.0,18.0,0.19555073976516724,-47.97552025801083,0.2248537838459015,266,240000.0,60000.0
1.0,18.0,0.18635541200637817,-48.337907107908336,0.19937723875045776,267,240000.0,60000.0
2.0,18.0,0.18203826248645782,-48.41835516500575,0.19900429248809814,268,240000.0,60000.0
3.0,18.0,0.18130257725715637,-48.42596547791699,0.20792579650878906,269,240000.0,60000.0
4.0,18.0,0.18130257725715637,-48.434979318809916,0.22766710817813873,270,240000.0,60000.0
5.0,18.0,0.18130257725715637,-48.4313323421519,0.24103356897830963,271,240000.0,60000.0
6.0,18.0,0.18130257725715637,-48.41773676923089,0.238942950963974,272,240000.0,60000.0
7.0,18.0,0.1810181587934494,-48.438690181480034,0.2297278195619583,273,240000.0,60000.0
8.0,18.0,0.1810181587934494,-48.447819146520295,0.21445980668067932,274,240000.0,60000.0
9.0,18.0,0.1810181587934494,-48.501221414822254,0.20938700437545776,275,240000.0,60000.0
10.0,18.0,0.1810181587934494,-48.50010104067544,0.2081407755613327,276,240000.0,60000.0
11.0,18.0,0.1810181587934494,-48.513401051828346,0.22620587050914764,277,240000.0,60000.0
12.0,18.0,0.1810181587934494,-48.471892798124856,0.23396939039230347,278,240000.0,60000.0
13.0,18.0,0.1810181587934494,-48.45882281159033,0.232549786567688,279,240000.0,60000.0
14.0,18.0,0.1810181587934494,-48.49229152573705,0.2114526629447937,280,240000.0,60000.0
15.0,18.0,0.1810181587934494,-48.465079037111195,0.2645859122276306,281,240000.0,60000.0
16.0,18.0,0.1810181587934494,-48.51280748412045,0.23016101121902466,282,240000.0,60000.0
17.0,18.0,0.1810181587934494,-48.53665833788386,0.2166086584329605,283,240000.0,60000.0
0.0,19.0,0.1932610273361206,-48.026241339091804,0.21366646885871887,284,240000.0,60000.0
1.0,19.0,0.18593734502792358,-48.366494811165815,0.21373000741004944,285,240000.0,60000.0
2.0,19.0,0.18447598814964294,-48.4004224846358,0.19151844084262848,286,240000.0,60000.0
3.0,19.0,0.18447598814964294,-48.472406009112845,0.23917025327682495,287,240000.0,60000.0
4.0,19.0,0.18417853116989136,-48.41412052976043,0.2293480634689331,288,240000.0,60000.0
5.0,19.0,0.18417853116989136,-47.8296910470991,0.23435106873512268,289,240000.0,60000.0
6.0,19.0,0.18357333540916443,-48.35255852640311,0.22206513583660126,290,240000.0,60000.0
7.0,19.0,0.1832531988620758,-48.39998628742405,0.21677911281585693,291,240000.0,60000.0
8.0,19.0,0.1832531988620758,-48.46880310888229,0.21745479106903076,292,240000.0,60000.0
9.0,19.0,0.1832531988620758,-48.522384582552064,0.2016400545835495,293,240000.0,60000.0
10.0,19.0,0.1824662834405899,-48.51544186606336,0.2065688669681549,294,240000.0,60000.0
11.0,19.0,0.1824662834405899,-48.55714380715702,0.20244351029396057,295,240000.0,60000.0
12.0,19.0,0.1824662834405899,-48.380958292784214,0.2458193004131317,296,240000.0,60000.0
